date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:18:57	38033/38033	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:42:38%20GMT	https://bslthemes.com/html/cvio/index_onepage.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/index_onepage.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:57	7601/7601	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:42:48%20GMT	https://bslthemes.com/html/cvio/index_image.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/index_image.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:57	7722/7722	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:42:04%20GMT	https://bslthemes.com/html/cvio/index_video.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/index_video.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:57	27591/27591	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:41:56%20GMT	https://bslthemes.com/html/cvio/resume.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/resume.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:57	27653/27653	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:41:32%20GMT	https://bslthemes.com/html/cvio/resume_image.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/resume_image.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:58	27593/27593	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:41:43%20GMT	https://bslthemes.com/html/cvio/resume_creative.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/resume_creative.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:58	16389/16389	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:40:47%20GMT	https://bslthemes.com/html/cvio/works.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/works.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:58	16484/16484	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:40:27%20GMT	https://bslthemes.com/html/cvio/works_creative.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/works_creative.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:58	10030/10030	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:41:18%20GMT	https://bslthemes.com/html/cvio/work_single.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/work_single.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:59	10095/10095	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:40:57%20GMT	https://bslthemes.com/html/cvio/work_single_image.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/work_single_image.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:59	10032/10032	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:41:08%20GMT	https://bslthemes.com/html/cvio/work_single_creative.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/work_single_creative.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:59	10101/10101	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:43:45%20GMT	https://bslthemes.com/html/cvio/contacts.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/contacts.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:59	10297/10297	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:43:16%20GMT	https://bslthemes.com/html/cvio/contacts_map.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/contacts_map.html	(from https://bslthemes.com/html/cvio/index.html)
03:18:59	10162/10162	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:43:25%20GMT	https://bslthemes.com/html/cvio/contacts_image.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/contacts_image.html	(from https://bslthemes.com/html/cvio/index.html)
03:19:00	10103/10103	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:43:36%20GMT	https://bslthemes.com/html/cvio/contacts_creative.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/contacts_creative.html	(from https://bslthemes.com/html/cvio/index.html)
03:19:00	361/361	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Apr%202022%2001:49:21%20GMT	https://bslthemes.com/html/cvio/js/demo-bar.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/demo-bar.js	(from https://bslthemes.com/html/cvio/index.html)
03:19:00	455532/455532	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2013%20Jun%202022%2019:46:23%20GMT	https://bslthemes.com/html/cvio/js/min.scripts.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/min.scripts.js	(from https://bslthemes.com/html/cvio/index.html)
03:19:00	3412/3412	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Dec%202023%2002:54:39%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/style.css	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/bslthms-advanced-btns/assets/style.css	(from https://bslthemes.com/html/cvio/index.html)
03:19:01	16857/16857	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2015%20May%202023%2022:25:03%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/script.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/bslthms-advanced-btns/assets/script.js	(from https://bslthemes.com/html/cvio/index.html)
03:19:01	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:03%20GMT	https://bslthemes.com/html/cvio/css/assets/images/android-search.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/css/assets/images/android-search.html	(from https://bslthemes.com/html/cvio/css/min-styles.css)
03:19:01	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:04%20GMT	https://bslthemes.com/html/cvio/css/assets/images/pag.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/css/assets/images/pag.html	(from https://bslthemes.com/html/cvio/css/min-styles.css)
03:19:01	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2001%20Oct%202019%2002:15:13%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.eot	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400.eot	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:02	74524/74524	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Oct%202019%2002:15:15%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.woff2	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400.woff2	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:02	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2001%20Oct%202019%2002:15:13%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.eot?	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400d41d.eot	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:02	87520/87520	---M--	200	added ('OK')	font/woff	date:Tue,%2001%20Oct%202019%2002:15:16%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.woff	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400.woff	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:02	129284/129284	---M--	200	added ('OK')	font/ttf	date:Tue,%2001%20Oct%202019%2002:15:17%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.ttf	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400.ttf	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:03	691037/691037	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202019%2002:15:13%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-brands-400.svg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-brands-400.svg	(from https://bslthemes.com/html/cvio/css/brands.css)
03:19:03	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2001%20Oct%202019%2002:15:12%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.eot	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900.eot	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:03	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2001%20Oct%202019%2002:15:12%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.eot?	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900d41d.eot	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:03	75408/75408	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Oct%202019%2002:15:15%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.woff2	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900.woff2	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:03	98016/98016	---M--	200	added ('OK')	font/woff	date:Tue,%2001%20Oct%202019%2002:15:14%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.woff	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900.woff	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:03	191836/191836	---M--	200	added ('OK')	font/ttf	date:Tue,%2001%20Oct%202019%2002:15:12%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.ttf	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900.ttf	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:04	839389/839389	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Oct%202019%2002:15:15%20GMT	https://bslthemes.com/html/cvio/webfonts/fa-solid-900.svg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/webfonts/fa-solid-900.svg	(from https://bslthemes.com/html/cvio/css/solid.css)
03:19:04	232463/232463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:02%20GMT	https://bslthemes.com/html/cvio/images/work2.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work2.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:04	357796/357796	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:02%20GMT	https://bslthemes.com/html/cvio/images/work1.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work1.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:04	155647/155647	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:01%20GMT	https://bslthemes.com/html/cvio/images/work3.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work3.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:05	398033/398033	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:58%20GMT	https://bslthemes.com/html/cvio/images/work4.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work4.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:05	93146/93146	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:59%20GMT	https://bslthemes.com/html/cvio/images/work6.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work6.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:05	676167/676167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:00%20GMT	https://bslthemes.com/html/cvio/images/work7.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work7.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:05	207548/207548	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:57%20GMT	https://bslthemes.com/html/cvio/images/work5.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work5.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:05	428947/428947	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:05%20GMT	https://bslthemes.com/html/cvio/images/work8.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/work8.jpg	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:06	52213/52213	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Apr%202024%2003:19:09%20GMT	https://bslthemes.com/html/cvio/works_single_1.html	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/works_single_1.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:07	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:09%20GMT	https://bslthemes.com/html/cvio/js/jquery.min.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/jquery.min.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:07	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:09%20GMT	https://bslthemes.com/html/cvio/js/jquery.validate.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/jquery.validate.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:07	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:10%20GMT	https://bslthemes.com/html/cvio/js/magnific-popup.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/magnific-popup.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:07	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:10%20GMT	https://bslthemes.com/html/cvio/js/simpleParallax.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/simpleParallax.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:07	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:10%20GMT	https://bslthemes.com/html/cvio/js/typed.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/typed.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:08	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:10%20GMT	https://bslthemes.com/html/cvio/js/jarallax.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/jarallax.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:08	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:11%20GMT	https://bslthemes.com/html/cvio/js/jarallax-video.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/jarallax-video.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:08	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:11%20GMT	https://bslthemes.com/html/cvio/js/jarallax-element.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/jarallax-element.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:08	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:11%20GMT	https://bslthemes.com/html/cvio/js/imagesloaded.pkgd.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/imagesloaded.pkgd.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:08	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:11%20GMT	https://bslthemes.com/html/cvio/js/isotope.pkgd.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/isotope.pkgd.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:09	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:11%20GMT	https://bslthemes.com/html/cvio/js/swiper.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/swiper.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:09	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:12%20GMT	https://bslthemes.com/html/cvio/js/grained.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/grained.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:09	4856/4856	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2003:19:12%20GMT	https://bslthemes.com/html/cvio/js/scripts.js	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/js/scripts.html	(from https://bslthemes.com/html/cvio/index_creative.html)
03:19:10	636039/636039	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:03%20GMT	https://bslthemes.com/html/cvio/images/started_image.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/started_image.jpg	(from https://bslthemes.com/html/cvio/index_slider.html)
03:19:10	540404/540404	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:56%20GMT	https://bslthemes.com/html/cvio/images/started_image2.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/started_image2.jpg	(from https://bslthemes.com/html/cvio/index_slider.html)
03:19:11	347445/347445	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:55%20GMT	https://bslthemes.com/html/cvio/images/started_image4.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/started_image4.jpg	(from https://bslthemes.com/html/cvio/index_slider.html)
03:19:11	125858/125858	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:03%20GMT	https://bslthemes.com/html/cvio/images/man.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/man.jpg	(from https://bslthemes.com/html/cvio/index_personal.html)
03:19:11	437385/437385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:56%20GMT	https://bslthemes.com/html/cvio/images/started_image3.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/started_image3.jpg	(from https://bslthemes.com/html/cvio/index_slider.html)
03:19:11	102130/102130	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:06%20GMT	https://bslthemes.com/html/cvio/images/started_image_p.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/started_image_p.jpg	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:11	37899/37899	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:03%20GMT	https://bslthemes.com/html/cvio/images/man2.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/man2.jpg	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:11	47182/47182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:05%20GMT	https://bslthemes.com/html/cvio/images/team1.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/team1.jpg	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:12	25753/25753	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:15:05%20GMT	https://bslthemes.com/html/cvio/images/team2.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/team2.jpg	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:12	10339/10339	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:58%20GMT	https://bslthemes.com/html/cvio/images/rev1.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/rev1.jpg	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:12	10631/10631	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2002:15:05%20GMT	https://bslthemes.com/html/cvio/images/client1.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/client1.png	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:12	15375/15375	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2002:15:06%20GMT	https://bslthemes.com/html/cvio/images/client3.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/client3.png	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:12	6253/6253	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2002:15:06%20GMT	https://bslthemes.com/html/cvio/images/client2.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/client2.png	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:13	10916/10916	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202019%2002:15:04%20GMT	https://bslthemes.com/html/cvio/images/client4.png	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/client4.png	(from https://bslthemes.com/html/cvio/index_onepage.html)
03:19:13	535080/535080	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2002:14:57%20GMT	https://bslthemes.com/html/cvio/images/resume_bg.jpg	C:/Users/lmfay/IPNET/Mes%20Projets/TOURISME/Portofolio/bslthemes.com/html/cvio/images/resume_bg.jpg	(from https://bslthemes.com/html/cvio/resume_image.html)
